churned,id,customer_code,co_name,total_spend,week_minus_4,week_minus_3,week_minus_2,last_week,4-3_delta,3-2_delta,2-1_delta
0,704,297,King Johnson and Farmer,70601.29,1.3,2.48,2.13,0.98,1.18,-0.35,-1.15
0,705,470,Cross Inc,48471.9,1.04,0.53,1.14,1.99,-0.51,0.61,0.85
0,706,1019,Greer PLC,45265.23,1.27,0.3,2.22,0.06,-0.97,1.92,-2.16
0,707,1038,Smith Herman and Shaffer,53889.39,1.46,0.95,0.58,2.25,-0.51,-0.37,1.67
0,708,1629,Schmidt Ltd,77526.95,0,1.93,1.28,0.58,1.93,-0.65,-0.7
0,709,1771,Moore-Dixon,63034.18,0.52,1.01,1.01,0.15,0.49,0,-0.86
0,710,2887,Mcgee PLC,73481.39,0.42,0.47,0.71,2.14,0.05,0.24,1.43
0,711,2560,Reed Briggs and Sanchez,14119,2.17,1.61,1.29,0.39,-0.56,-0.32,-0.9
0,712,939,Jensen Ingram and Porter,53898.83,0.98,1.75,0.19,0.55,0.77,-1.56,0.36
0,713,832,Jones Russell and Williams,16461.14,2.29,0.67,2.29,0.58,-1.62,1.62,-1.71
0,714,2551,Butler Greer and Ballard,50718,1.56,1.57,1.11,0.7,0.01,-0.46,-0.41
0,715,361,Sanchez Randall and Russell,3786.96,0.41,1.32,1.97,2.36,0.91,0.65,0.39
0,716,2037,Pham West and Morse,75963.48,0.9,0.2,2.15,0.38,-0.7,1.95,-1.77
0,717,1794,Snyder Coleman and Frederick,2169.49,2.5,2.16,0.59,0.54,-0.34,-1.57,-0.05
0,718,636,Green Ltd,31569.67,2.19,2.14,0.37,2.01,-0.05,-1.77,1.64
0,719,2609,Durham Hill and Acosta,71358.31,1.65,0.08,0.49,0.16,-1.57,0.41,-0.33
0,720,200,Garcia Sullivan and Gonzales,65810.86,2.21,1.78,1.66,1.36,-0.43,-0.12,-0.3
0,721,2077,Reed Hammond and Serrano,66383.75,1.11,1.73,1.18,2.38,0.62,-0.55,1.2
0,722,1890,Cochran Mathews and Murphy,51701.83,1.45,0.72,1.33,1.94,-0.73,0.61,0.61
0,723,412,Bush-Wall,78605.34,0.17,2.18,0.08,2.1,2.01,-2.1,2.02
0,724,1913,Brock Sanders and Welch,55163.08,1.43,1.25,2.16,0.08,-0.18,0.91,-2.08
0,725,2864,Anderson Ltd,47109.61,1.43,2.39,1.61,0.79,0.96,-0.78,-0.82
0,726,1444,Cardenas Johnson and Martinez,39213.91,1.07,1.93,0.05,1.28,0.86,-1.88,1.23
0,727,104,Baker Clayton and Lawrence,53777.53,1.46,1.16,0.28,1.57,-0.3,-0.88,1.29
0,728,2172,Allen-Munoz,16296.03,0.35,0.56,1.34,0.5,0.21,0.78,-0.84
0,729,2033,Foley Charles and Young,17034.43,1.85,1.29,2.33,0.46,-0.56,1.04,-1.87
0,730,2758,Peterson and Sons,40301.5,1.12,1.95,1.99,2.11,0.83,0.04,0.12
0,731,454,Adams-Gomez,41085.81,2.26,2,1.46,0.41,-0.26,-0.54,-1.05
0,732,846,Clayton-Baker,7177.51,2.46,0.8,1.93,1.09,-1.66,1.13,-0.84
0,733,885,Young PLC,3666.88,1.22,0.56,1.91,0.81,-0.66,1.35,-1.1
0,734,2301,Lindsey-Robinson,41904.6,1.7,0.87,2.2,0.33,-0.83,1.33,-1.87
1,735,2811,Webb-Bryan,61104.97,1.37,2.22,0.07,2.29,0.85,-2.15,2.22
0,736,202,Harper-Brown,43303.11,1.68,2.49,0.94,2.3,0.81,-1.55,1.36
0,737,1108,Kirk Inc,53020.78,0.64,0.85,0.33,1.53,0.21,-0.52,1.2
0,738,2408,Mason-Ortega,72762.19,1.6,0.87,0.2,1.59,-0.73,-0.67,1.39
0,739,447,Sullivan Ltd,21918.9,2.48,0.39,0.9,1.56,-2.09,0.51,0.66
0,740,143,Martin Garcia and Knapp,67215.85,0.01,0.89,0.71,1.47,0.88,-0.18,0.76
0,741,608,Cochran and Sons,11544.72,1.1,1.92,1.13,1.17,0.82,-0.79,0.04
0,742,1291,Patton Inc,75626.09,0.48,0.09,1.43,0.64,-0.39,1.34,-0.79
0,743,49,Kim Morales and Zimmerman,79529.2,2.31,0.52,0.91,1.57,-1.79,0.39,0.66
0,744,1213,Gonzalez-Ortega,30174.8,0.57,1.3,1.47,1.52,0.73,0.17,0.05
0,745,679,Arnold Mcclure and Keller,55212.7,0.14,1.41,0.86,2,1.27,-0.55,1.14
0,746,2674,Williams-Mullen,30628.93,2.45,0.37,0.29,0.95,-2.08,-0.08,0.66
0,747,10,Bishop David and Douglas,51949.79,1.47,1.54,0.9,1.15,0.07,-0.64,0.25
0,748,1861,Adams Gonzalez and Hall,19441.35,0.42,0.53,0.36,0.25,0.11,-0.17,-0.11
0,749,1504,Martin Davis and Webb,65567.59,0.2,1.56,2.08,0.77,1.36,0.52,-1.31
0,750,2268,Price-Williams,22743.26,0.69,1.83,0.26,2.45,1.14,-1.57,2.19
0,751,112,Dixon LLC,47495.57,0.35,0.29,1.19,1.99,-0.06,0.9,0.8
0,752,2043,Walker Smith and Boone,60295.99,0.5,1.55,2.09,0.57,1.05,0.54,-1.52
0,753,2749,Gibson Coleman and Simmons,4678.2,0.86,1.45,0.66,0.19,0.59,-0.79,-0.47
0,754,2559,Herring-Martinez,54069.83,0.51,1.01,1.23,0.25,0.5,0.22,-0.98
0,755,1910,Michael-Harrison,68001.9,2.17,0.92,0.59,1.09,-1.25,-0.33,0.5
0,756,2874,Rivera Bryant and Smith,24007.6,0.97,1.59,1.45,2.47,0.62,-0.14,1.02
0,757,1994,Wilson LLC,17281.28,1.07,1.35,1.5,1.09,0.28,0.15,-0.41
0,758,2049,Klein-Miller,48566.43,2.14,2.28,0.5,0.21,0.14,-1.78,-0.29
0,759,685,Preston Inc,9638.17,1.29,0.71,0.38,0.52,-0.58,-0.33,0.14
0,760,1166,Ballard LLC,77826.9,1.02,1.54,0.21,1.96,0.52,-1.33,1.75
0,761,1701,Lane-Moore,5986.9,0.72,0.25,2.14,1.07,-0.47,1.89,-1.07
0,762,359,Evans PLC,27240.8,1.61,1.38,0.56,2.12,-0.23,-0.82,1.56
1,763,1952,Hill Martin and Baker,48138.48,1.68,0.16,0.54,2.12,-1.52,0.38,1.58
0,764,130,Bailey Ltd,71140.32,2.47,0.81,0.79,2.36,-1.66,-0.02,1.57
0,765,2349,Williams Bowman and Hernandez,6712.22,0.43,1.98,1.65,0.11,1.55,-0.33,-1.54
0,766,496,Duffy Cannon and Morgan,16164.9,2.13,1.3,1.86,0.54,-0.83,0.56,-1.32
0,767,2318,Myers Scott and Valdez,38565.64,1.25,2.02,2.48,2.2,0.77,0.46,-0.28
0,768,2993,Jacobs Thompson and Irwin,75524.26,0.26,1.5,1.82,1.62,1.24,0.32,-0.2
0,769,63,Johnson-Lamb,67985.69,2.33,0.35,0.67,2.36,-1.98,0.32,1.69
0,770,1436,Johnson and Sons,64063.84,1.08,1.16,0.31,0.93,0.08,-0.85,0.62
0,771,1898,Johnston Ltd,41220.61,1.08,0.76,0.93,1.13,-0.32,0.17,0.2
1,772,1727,Hill Gutierrez and Ortiz,79359.49,2.27,0.85,0.02,0.82,-1.42,-0.83,0.8
0,773,2951,Murphy Silva and Hubbard,49508.55,0.03,0.53,0.44,2.32,0.5,-0.09,1.88
0,774,1224,Rogers-Richardson,19293.83,1.23,1.85,2.16,1.55,0.62,0.31,-0.61
1,775,546,Ray Ltd,36359.21,0.82,0.16,1.54,0.92,-0.66,1.38,-0.62
1,776,1462,Martinez-Spencer,3483.62,2.09,0.88,0.06,1.57,-1.21,-0.82,1.51
0,777,2940,Zimmerman Inc,34481.97,1.59,1.46,0.24,1.75,-0.13,-1.22,1.51
0,778,1573,Lane Butler and Gill,53434.2,0.5,1.91,2.13,1.11,1.41,0.22,-1.02
0,779,2085,Chambers PLC,78683.16,0.68,2.13,1.57,0.89,1.45,-0.56,-0.68
0,780,1241,Carlson Baldwin and Pearson,1449.18,0.97,1.62,1.03,0.93,0.65,-0.59,-0.1
0,781,2482,Baker Hill and Wright,51922.48,1.23,2.05,1.55,1.91,0.82,-0.5,0.36
0,782,311,Buckley Inc,63860.12,0.93,0.23,1.27,1.22,-0.7,1.04,-0.05
0,783,1987,Clay-Williams,59939.88,0.85,0.36,2.35,1.93,-0.49,1.99,-0.42
0,784,622,Thompson PLC,39660.92,0.48,0.24,1.35,2.39,-0.24,1.11,1.04
1,785,680,Anderson Inc,29657.12,2.24,0.13,1.98,0.62,-2.11,1.85,-1.36
0,786,1642,Henry-Chang,53212.55,0.55,1.35,1.38,0.73,0.8,0.03,-0.65
0,787,171,Stewart and Sons,14734.18,0.82,0.36,0.03,0.96,-0.46,-0.33,0.93
0,788,2191,Lang-Steele,20149.42,2.3,1.19,1.25,0.33,-1.11,0.06,-0.92
0,789,1755,Mitchell LLC,11852.52,0.84,0.26,1.59,1.05,-0.58,1.33,-0.54
0,790,169,Adams Ltd,7905.26,1.99,0.86,2.33,2.46,-1.13,1.47,0.13
0,791,999,Briggs-Dorsey,16142.5,0.13,0.94,1.4,1.1,0.81,0.46,-0.3
0,792,818,Sanders Price and Hunter,37867.7,0.12,1.59,2.5,0.49,1.47,0.91,-2.01
0,793,555,Mercer Ltd,10159.45,2.03,1.57,2.09,0.85,-0.46,0.52,-1.24
0,794,800,Greene-Smith,73309.02,1.73,0.62,2.29,0.15,-1.11,1.67,-2.14
0,795,1001,Lewis-Taylor,23809.08,2.39,1.41,1.78,0.43,-0.98,0.37,-1.35
0,796,2670,Montgomery Phelps and Schultz,79980.63,0.47,0.2,2.43,1.85,-0.27,2.23,-0.58
0,797,2679,Gonzalez-Vega,53632.47,0.56,1.29,0.52,1.27,0.73,-0.77,0.75
0,798,2640,Robinson Ltd,39408.57,1.76,0.82,1.49,0.31,-0.94,0.67,-1.18
0,799,1182,Snyder Mcclain and Stewart,76209.35,2.02,0.26,1.25,1.2,-1.76,0.99,-0.05
0,800,318,Jordan-Williams,67605.81,0.71,1.71,2.35,0.91,1,0.64,-1.44
0,801,1137,Sparks LLC,79004.87,1.5,1.66,1.12,0.39,0.16,-0.54,-0.73
0,802,1554,Munoz Serrano and Taylor,2177.23,0.76,1.22,0.63,0.31,0.46,-0.59,-0.32
0,803,778,Sandoval Green and Valenzuela,31361.1,0.56,2.47,0.55,0.77,1.91,-1.92,0.22
0,804,1411,Ramirez-Baker,45799.78,1.6,0.54,2.33,1.9,-1.06,1.79,-0.43
0,805,2721,Butler Thompson and Frey,20231.78,1.09,0.29,0.73,2.4,-0.8,0.44,1.67
0,806,1907,Parker-Duran,45267.92,0.75,1.07,0.98,2.27,0.32,-0.09,1.29
0,807,2813,Zuniga Campos and Turner,56680.63,2.11,2.41,1.09,0.76,0.3,-1.32,-0.33
0,808,1149,Shea Dean and Garcia,28098.77,0.67,0.05,1.19,1.35,-0.62,1.14,0.16
0,809,752,Dickerson LLC,31727.93,1.49,1.7,0.82,0.46,0.21,-0.88,-0.36
0,810,2719,Salazar Ltd,8446.39,1.71,0.32,0.62,0.04,-1.39,0.3,-0.58
1,811,492,Castillo Howard and Jones,79038.55,1.7,1.63,0.17,1.16,-0.07,-1.46,0.99
0,812,2341,Jackson Anderson and Hudson,43283.32,1.1,2.4,1.33,0.66,1.3,-1.07,-0.67
0,813,1700,Parker and Sons,21872.97,1.67,1.94,2.47,0.61,0.27,0.53,-1.86
0,814,1048,Buchanan Padilla and Gordon,57940.44,1.38,1.96,0.04,0.7,0.58,-1.92,0.66
0,815,1316,Shaw Inc,63919.66,0.42,2.35,1.26,0.55,1.93,-1.09,-0.71
0,816,557,Payne Reyes and Guzman,11876.6,2.17,1.4,0.33,0.03,-0.77,-1.07,-0.3
0,817,1311,Galloway Ltd,4637.65,2.02,2.38,0.69,0.56,0.36,-1.69,-0.13
0,818,19,Clark Hernandez and Bass,46768.87,1.3,0.56,1.82,0.56,-0.74,1.26,-1.26
1,819,1,Jennings Group,19017.04,1.08,0.18,0.56,0.61,-0.9,0.38,0.05
1,820,1767,Carpenter Inc,66479.9,1.08,0.02,0.47,0.97,-1.06,0.45,0.5
0,821,1468,Stewart-Harris,9492.21,1.12,0.45,1.71,0.73,-0.67,1.26,-0.98
0,822,1145,Sparks LLC,65341.5,1.71,1.07,1.04,0.45,-0.64,-0.03,-0.59
0,823,1406,Chen Snyder and Gonzalez,57202.06,1.44,1,1.6,1.14,-0.44,0.6,-0.46
0,824,65,Reynolds Ross and Myers,43775.83,2.04,1.04,1.59,1.13,-1,0.55,-0.46
1,825,2124,Miller-Price,75250.8,0.82,0.01,0.52,1.22,-0.81,0.51,0.7
0,826,2288,Hoffman-Williams,69600.78,1.78,1.35,1.4,0.63,-0.43,0.05,-0.77
0,827,2475,Davis Ltd,48148.82,2.08,2.47,0.79,1.8,0.39,-1.68,1.01
0,828,670,Wilson-Dixon,8450.5,1.55,2.33,0.58,1.54,0.78,-1.75,0.96
1,829,1042,Sutton-Lutz,45126.95,1.34,0.15,1.16,0.95,-1.19,1.01,-0.21
0,830,1119,Crosby and Sons,17014.43,0.35,1.86,1.94,1.21,1.51,0.08,-0.73
0,831,2988,Perry and Sons,49113.45,1.58,2.5,0.75,2.41,0.92,-1.75,1.66
0,832,1688,Nielsen-Williams,71007.88,0.71,1.81,0.89,1.86,1.1,-0.92,0.97
0,833,2624,Saunders and Sons,25368.81,0.08,0.42,1.73,2.12,0.34,1.31,0.39
0,834,2769,Cruz Simpson and Carr,36671.12,2.47,0.61,1.69,1.63,-1.86,1.08,-0.06
0,835,1905,Caldwell Ltd,76208.13,2.17,2.24,1.85,0.63,0.07,-0.39,-1.22
0,836,884,Smith-Love,18235.49,0.43,0.28,0.77,2.19,-0.15,0.49,1.42
0,837,2023,Robinson-Meyer,25514.33,1.49,1.72,0.38,0.9,0.23,-1.34,0.52
0,838,1276,Smith-Nguyen,20855.92,0.82,2.4,1.35,2.17,1.58,-1.05,0.82
0,839,508,Parker-Lewis,37441.16,0.21,1.79,0.65,1.59,1.58,-1.14,0.94
0,840,923,Greene Underwood and Bird,37880.62,1.11,2.21,1.38,0.21,1.1,-0.83,-1.17
0,841,992,Buchanan-Romero,35793,0.76,2.19,2.24,0.41,1.43,0.05,-1.83
0,842,1478,Ramirez-Chen,39883.64,1.77,2.45,1.15,1.95,0.68,-1.3,0.8
0,843,1254,Duncan Lopez and Armstrong,1119.63,2.29,2.15,0.53,0.74,-0.14,-1.62,0.21
0,844,2327,Brown PLC,35010.44,0.94,2.48,0,2.39,1.54,-2.48,2.39
0,845,499,Dunn PLC,25833.89,1.37,1.9,2.5,0.67,0.53,0.6,-1.83
0,846,1015,Torres Miller and Stewart,47910.99,1.7,2.19,0.53,0.07,0.49,-1.66,-0.46
0,847,1356,Gutierrez-Wyatt,59709.31,0.25,1.6,0.62,1.9,1.35,-0.98,1.28
0,848,813,West-Morris,69813.37,0.13,0.85,1.75,0.4,0.72,0.9,-1.35
0,849,1754,Clements Hernandez and Poole,25638.93,1.59,1.28,1.94,1.36,-0.31,0.66,-0.58
0,850,850,Hall Ltd,27068.52,1.68,0.27,2.02,1.43,-1.41,1.75,-0.59
0,851,1106,Myers Wright and Fuller,67607.72,2.19,2.09,2.15,2.35,-0.1,0.06,0.2
0,852,2547,Mejia Group,26722.4,1.13,0.05,0.75,1.86,-1.08,0.7,1.11
0,853,2234,Jackson Inc,40374.36,0.94,1.6,0.31,2.41,0.66,-1.29,2.1
0,854,2903,Edwards-Webb,68408.22,2.36,0.95,1.12,1.82,-1.41,0.17,0.7
0,855,1339,Moore Ltd,38645.63,0.84,2.4,0.74,1.07,1.56,-1.66,0.33
0,856,601,Martinez Group,49503.72,2.22,1.34,1.97,0.75,-0.88,0.63,-1.22
0,857,1222,Roberts Rice and Peterson,70051.68,1.09,2.26,1.62,1.25,1.17,-0.64,-0.37
0,858,2264,Oconnor-Lambert,50142.26,2.11,0.19,2.02,0.84,-1.92,1.83,-1.18
0,859,730,Edwards-Bridges,77937.4,0.49,1.32,1.21,1.48,0.83,-0.11,0.27
0,860,748,Wolfe Jones and Rice,71381.65,0.19,1.21,0.2,2.29,1.02,-1.01,2.09
0,861,1862,Medina Becker and Vaughn,32989.04,1.68,0.16,0.86,0.22,-1.52,0.7,-0.64
0,862,2128,Williams-Chapman,57105.22,1.66,1.74,1.51,0.62,0.08,-0.23,-0.89
0,863,1658,Taylor-Wilson,15796.84,1.3,1.97,1.24,0.88,0.67,-0.73,-0.36
0,864,506,Woods-Salas,49621.67,1.16,1.77,0.84,0.78,0.61,-0.93,-0.06
0,865,1089,Daniel-Bell,11815.87,2.43,0.06,2.34,0.05,-2.37,2.28,-2.29
0,866,2479,Mejia Hayes and Stone,73247.12,0.66,1.42,2.26,0.66,0.76,0.84,-1.6
0,867,747,Perry LLC,26329.22,1.9,1.37,1.31,1.18,-0.53,-0.06,-0.13
0,868,913,Smith and Sons,12491.76,0.47,1.41,1.79,2.2,0.94,0.38,0.41
0,869,1561,Haynes Ltd,62962.36,1.31,0.2,0.14,2.39,-1.11,-0.06,2.25
0,870,857,Shannon-Pennington,73489.26,2.27,0.31,1.47,0.38,-1.96,1.16,-1.09
0,871,2398,Johnson Howard and Snow,22790.37,0.26,1.36,2.38,1.83,1.1,1.02,-0.55
0,872,973,Watts Lewis and Griffin,39175.81,2.26,1.45,1.33,0.09,-0.81,-0.12,-1.24
1,873,1053,Smith Barton and Gutierrez,37862.6,2,0.22,0.08,2.08,-1.78,-0.14,2
0,874,67,Stevens-White,16063.22,2.07,2.44,1.8,0.31,0.37,-0.64,-1.49
0,875,2245,Flores-Stewart,71273.5,2.46,0.86,1.68,0.92,-1.6,0.82,-0.76
0,876,1796,Coleman Joseph and Stanley,45081.13,1.86,0.62,1.52,1.31,-1.24,0.9,-0.21
0,877,615,Watts Group,20840.99,0.19,1.23,1.98,2.07,1.04,0.75,0.09
0,878,2553,Walker Group,33088.13,1.39,1.16,1.79,1.15,-0.23,0.63,-0.64
0,879,734,Castillo Pacheco and Walsh,1888.63,0.31,0.03,1.05,1.89,-0.28,1.02,0.84
0,880,2179,Wallace-Burgess,65712.25,1.58,2.43,0.02,2.42,0.85,-2.41,2.4
0,881,674,Parker Johnson and Hayes,56880.78,0.41,2.35,0.46,2.24,1.94,-1.89,1.78
0,882,2509,Watson Brown and Hernandez,58922.33,1.77,0.06,2.28,1.55,-1.71,2.22,-0.73
0,883,910,Garza LLC,46024.58,0.4,0.18,1.15,0.9,-0.22,0.97,-0.25
0,884,1650,Cook-Ramos,20660.17,1.14,2.21,2.4,2.03,1.07,0.19,-0.37
0,885,2690,King Reed and Guzman,62880.32,2.36,2.23,0.6,0.76,-0.13,-1.63,0.16
0,886,268,Collins Ltd,67856.84,0.65,0.78,1.64,2.12,0.13,0.86,0.48
0,887,2167,Mack Evans and Coffey,12560.96,2.04,1.54,1.64,0.14,-0.5,0.1,-1.5
0,888,1491,Rhodes Kim and Estes,8198.27,1.7,0.86,1.68,2.41,-0.84,0.82,0.73
0,889,1985,Melton-Smith,51061.73,2.1,0.61,1.13,0.6,-1.49,0.52,-0.53
0,890,599,Watts Casey and Sellers,8694.84,1.18,2.17,1.84,1.13,0.99,-0.33,-0.71
0,891,2498,Johnson-Valenzuela,36941.41,1.97,0.68,1.86,1.62,-1.29,1.18,-0.24
0,892,2518,Brown-Holland,52821.47,0.64,0.92,1.17,0.77,0.28,0.25,-0.4
0,893,522,Banks Group,28614.01,1.55,2.34,2,0.25,0.79,-0.34,-1.75
0,894,1439,Smith Smith and Kennedy,14649.66,1.49,2.12,2.19,0.83,0.63,0.07,-1.36
0,895,2265,Cabrera Bradford and Santiago,43037.74,0.78,1.9,2.2,2.25,1.12,0.3,0.05
0,896,1884,Craig Group,24320.31,0.28,0.74,2.4,2.3,0.46,1.66,-0.1
0,897,869,Leonard-Charles,32421.27,1.03,1.37,1.48,2.44,0.34,0.11,0.96
0,898,1085,Hudson Mccullough and James,20292.98,1.29,1.1,1.77,0.69,-0.19,0.67,-1.08
0,899,742,White LLC,31320.83,2.08,1.02,1.97,1.2,-1.06,0.95,-0.77
0,900,675,Walter-Smith,35175.7,2.39,1.4,1.52,0.89,-0.99,0.12,-0.63
0,901,1190,Kirby Thompson and Smith,28865.19,0.42,0.36,2.39,1.76,-0.06,2.03,-0.63
0,902,468,Lopez-Henderson,66171.04,2.39,2.47,0.75,0.25,0.08,-1.72,-0.5
0,903,122,Park-Thompson,20998.91,0.1,0.37,0.2,1.25,0.27,-0.17,1.05
0,904,1787,Kelley Shannon and Jones,15627.07,2.33,1.74,0.98,0.36,-0.59,-0.76,-0.62
0,905,434,Mcmillan PLC,69549.34,1.96,2.18,1.46,0.58,0.22,-0.72,-0.88
0,906,1389,Meyer Group,72542.72,0.15,2,0.52,1.72,1.85,-1.48,1.2
1,907,2345,Jenkins-Mclean,59043.85,1.65,0.41,0.07,0.89,-1.24,-0.34,0.82
0,908,2052,Dickerson Willis and Fischer,13525.01,1.8,0.63,0.25,0.73,-1.17,-0.38,0.48
0,909,607,Maxwell-Andrade,32406.98,2.07,0.64,2.26,1.87,-1.43,1.62,-0.39
1,910,497,Campos PLC,44992.94,2.12,0.92,0.18,1.69,-1.2,-0.74,1.51
1,911,166,Pearson-Rivera,2744.24,0.62,1.2,0.18,0.68,0.58,-1.02,0.5
0,912,2799,Boyd-Valdez,45692.23,2.14,0.47,0.62,0.01,-1.67,0.15,-0.61
0,913,363,Simpson PLC,71599.47,0.03,1.68,2.42,1.65,1.65,0.74,-0.77
1,914,1647,Clarke Cherry and Glass,40709.47,2.4,1.87,0.07,0.61,-0.53,-1.8,0.54
0,915,1131,Green Conner and Estrada,55013.56,0.67,1.16,1.67,1.05,0.49,0.51,-0.62
0,916,1685,Roman-Hardy,1220.72,1.07,0.66,0.04,0.73,-0.41,-0.62,0.69
0,917,1153,Whitehead Shea and Lopez,18536.4,1.46,0.57,0.21,2.11,-0.89,-0.36,1.9
0,918,2113,Davis LLC,28001.34,1.91,1.41,0.21,1.59,-0.5,-1.2,1.38
0,919,445,Oconnell Smith and Mason,53451.37,1.41,1.38,0.66,0.22,-0.03,-0.72,-0.44
0,920,1921,Hernandez-Williams,54597.65,0.25,0.26,1.99,2.4,0.01,1.73,0.41
0,921,2964,Day-Colon,6039.26,2.08,1.26,2.1,0.37,-0.82,0.84,-1.73
0,922,1978,Duncan-Hernandez,78728.86,0.94,0.83,0.32,0.76,-0.11,-0.51,0.44
0,923,2427,Potter-Gray,46452,0.94,0.39,0.54,0.88,-0.55,0.15,0.34
0,924,1140,Perry-Morris,30762.2,2.01,1.09,0.2,2.34,-0.92,-0.89,2.14
0,925,1815,Woodard Inc,59445.65,1.21,1.14,0.04,0.23,-0.07,-1.1,0.19
0,926,142,Marsh Taylor and Blake,48087.48,2.28,1.09,1.73,1.75,-1.19,0.64,0.02
0,927,2293,Keller Anderson and Blair,44039.09,0.64,1.91,2.34,1.3,1.27,0.43,-1.04
0,928,270,Jackson-Ingram,37819.59,1.26,2.44,0.54,1.64,1.18,-1.9,1.1
0,929,5,Gillespie Group,1732.32,0.9,0.5,0.49,2.29,-0.4,-0.01,1.8
0,930,400,Carpenter Arellano and Mora,29657.07,2.15,1.01,0.21,1.76,-1.14,-0.8,1.55
0,931,591,Miller Moody and Perry,57186.39,0.85,0.21,1.62,1.61,-0.64,1.41,-0.01
0,932,2257,Peterson-Goodman,54591.85,2.18,1.07,1.74,0.63,-1.11,0.67,-1.11
0,933,536,Rogers-Lewis,78646.99,0.51,2.42,1.49,0.21,1.91,-0.93,-1.28
0,934,2851,Parker Davis and Copeland,25739.26,2.21,1.59,1.55,0.21,-0.62,-0.04,-1.34
0,935,746,Blackwell Franklin and Burns,56885.29,2.07,1.49,2.06,1.49,-0.58,0.57,-0.57
1,936,635,Friedman PLC,15605.65,1.59,0.12,1.39,2.1,-1.47,1.27,0.71
0,937,1234,Aguilar-Stewart,71551.46,1.17,0.44,0.88,1.69,-0.73,0.44,0.81
1,938,107,Smith Group,11736.28,1.25,2.42,0.16,2.34,1.17,-2.26,2.18
0,939,1799,Jones Buchanan and Owen,77019.5,1.12,1.59,1.2,2.08,0.47,-0.39,0.88
0,940,1830,Russell Gonzalez and Harding,22613.65,0.79,1.43,1.28,1.73,0.64,-0.15,0.45
0,941,2980,Carlson-Pittman,5212.55,1.88,1.11,0.37,1.03,-0.77,-0.74,0.66
0,942,1821,Campbell-Nichols,66773.56,0.01,1.24,2.18,1.11,1.23,0.94,-1.07
0,943,1214,Cunningham Simon and Robinson,64620.34,2.12,0.22,0.28,1.22,-1.9,0.06,0.94
0,944,2728,Brennan-Hunter,67112.85,2,2.16,0.84,1.64,0.16,-1.32,0.8
0,945,775,Thomas Ward and Watson,75650.21,1.72,2.48,1.92,1.08,0.76,-0.56,-0.84
0,946,294,Massey and Sons,53978.15,1.55,1.14,1.71,0.82,-0.41,0.57,-0.89
0,947,1066,Young Ltd,71175.92,1.22,1.5,1.07,0.69,0.28,-0.43,-0.38
0,948,896,Adams Garcia and Hughes,3905.33,2.31,2.21,0.61,0.04,-0.1,-1.6,-0.57
0,949,1881,Phillips Bates and Smith,48330.47,0.17,1.51,1.47,0.86,1.34,-0.04,-0.61
0,950,2402,Chavez Reynolds and Carr,66040.89,1.57,0.44,2.5,1.05,-1.13,2.06,-1.45
0,951,1793,Juarez Peters and Hobbs,65690.32,1.91,0.62,0.57,0.96,-1.29,-0.05,0.39
0,952,1164,Barrett LLC,25362.05,1.52,1.4,1.99,1.48,-0.12,0.59,-0.51
0,953,2250,Hancock-Hamilton,76873.39,1.74,1.98,0.53,2.25,0.24,-1.45,1.72
0,954,2892,Santiago-Anderson,53273.07,0.92,0.31,0.21,2.01,-0.61,-0.1,1.8
0,955,933,Jefferson Ltd,52105.6,1.43,2.29,2.26,0.63,0.86,-0.03,-1.63
0,956,460,Mitchell Wright and Hill,16115.91,2.33,0.31,0.11,0.09,-2.02,-0.2,-0.02
0,957,2141,Hernandez-Francis,49581.98,1.7,0.42,1.47,1.05,-1.28,1.05,-0.42
0,958,1645,Robinson Ltd,34166.37,2.16,0.38,1.08,1.51,-1.78,0.7,0.43
1,959,129,Perez Adams and Mendoza,65297.51,1.82,0.16,0.14,2.4,-1.66,-0.02,2.26
0,960,1262,Vaughn Richards and Thompson,27439.27,0.28,0.78,1.57,1,0.5,0.79,-0.57
0,961,1648,Hernandez-Mcclure,40939.61,1.9,1,1.11,1.83,-0.9,0.11,0.72
0,962,288,Davis Marshall and Wagner,43449.14,0.37,1.5,0.98,1.87,1.13,-0.52,0.89
0,963,1675,Johnson-Pearson,55002.49,2.49,2.03,1.48,0.8,-0.46,-0.55,-0.68
0,964,1298,Schmidt-Harris,46366.99,1.78,0.38,0.19,0.18,-1.4,-0.19,-0.01
0,965,1848,Dunn Blackwell and Ortiz,54116.79,0.72,0.45,2.15,1.77,-0.27,1.7,-0.38
0,966,2120,Sanders Phillips and Gonzalez,62117.63,0.96,0.71,1.78,1.26,-0.25,1.07,-0.52
0,967,2290,Anderson PLC,4083,1.88,1.56,0.91,2.47,-0.32,-0.65,1.56
0,968,1054,Lang James and Gray,37967.95,1.71,0.22,1.55,0.49,-1.49,1.33,-1.06
0,969,1155,Parker-Rodriguez,69265.77,1.62,0.5,1.21,1.99,-1.12,0.71,0.78
0,970,1757,Gonzales-Dunn,30285.61,0.17,0.36,1.35,1.83,0.19,0.99,0.48
0,971,729,Williams-Garza,30038.8,0.81,1.55,1.5,1.01,0.74,-0.05,-0.49
0,972,2339,Matthews Hopkins and Green,66644.2,0.32,0.6,0.08,0,0.28,-0.52,-0.08
0,973,983,Watts-Mueller,32542.79,0.89,1.26,0.36,0.76,0.37,-0.9,0.4
