Date,TAVG
2000-12-01,21.2
2001-01-01,23.9
2001-02-01,22.0
2001-03-01,34.0
2001-04-01,37.8
2001-05-01,49.6
2001-06-01,53.1
2001-07-01,61.5
2001-08-01,65.0
2001-09-01,57.6
2001-10-01,40.2
2001-11-01,34.7
2001-12-01,23.1
2002-01-01,24.8
2002-02-01,25.6
2002-03-01,26.0
2002-04-01,37.1
2002-05-01,44.6
2002-06-01,54.3
2002-07-01,65.0
2002-08-01,57.8
2002-09-01,52.9
2002-10-01,37.1
2002-11-01,31.2
2002-12-01,27.5
2003-01-01,28.2
2003-02-01,26.0
2003-03-01,33.5
2003-04-01,40.4
2003-05-01,46.7
2003-06-01,56.2
2003-07-01,66.7
2003-08-01,64.9
2003-09-01,53.8
2003-10-01,44.6
2003-11-01,24.6
2003-12-01,25.3
2004-01-01,22.0
2004-02-01,28.2
2004-03-01,37.8
2004-04-01,42.6
2004-05-01,45.7
2004-06-01,54.5
2004-07-01,63.7
2004-08-01,61.4
2004-09-01,49.9
2004-10-01,41.6
2004-11-01,31.7
2004-12-01,28.2
2005-01-01,23.5
2005-02-01,29.1
2005-03-01,35.0
2005-04-01,39.7
2005-05-01,47.7
2005-06-01,52.2
2005-07-01,62.9
2005-08-01,61.5
2005-09-01,51.0
2005-10-01,43.3
2005-11-01,29.4
2005-12-01,20.2
2006-01-01,30.7
2006-02-01,23.1
2006-03-01,32.0
2006-04-01,41.6
2006-05-01,49.6
2006-06-01,57.8
2006-07-01,67.1
2006-08-01,61.0
2006-09-01,53.5
2006-10-01,40.8
2006-11-01,30.5
2006-12-01,24.1
2007-01-01,22.0
2007-02-01,29.2
2007-03-01,37.6
2007-04-01,40.5
2007-05-01,48.9
2007-06-01,56.5
2007-07-01,70.8
2007-08-01,61.6
2007-09-01,52.0
2007-10-01,41.7
2007-11-01,30.0
2007-12-01,23.9
2008-01-01,20.0
2008-02-01,29.5
2008-03-01,30.2
2008-04-01,35.2
2008-05-01,46.8
2008-06-01,53.1
2008-07-01,62.3
2008-08-01,61.1
2008-09-01,51.4
2008-10-01,41.6
2008-11-01,35.0
2008-12-01,18.8
2009-01-01,24.0
2009-02-01,28.5
2009-03-01,29.0
2009-04-01,38.7
2009-05-01,48.0
2009-06-01,54.4
2009-07-01,62.9
2009-08-01,61.4
2009-09-01,57.5
2009-10-01,35.6
2009-11-01,32.4
2009-12-01,17.8
2010-01-01,26.7
2010-02-01,29.6
2010-03-01,35.8
2010-04-01,39.3
2010-05-01,43.6
2010-06-01,53.2
2010-07-01,60.8
2010-08-01,60.0
2010-09-01,52.4
2010-10-01,44.6
2010-11-01,26.8
2010-12-01,22.3
2011-01-01,24.4
2011-02-01,20.9
2011-03-01,32.9
2011-04-01,35.3
2011-05-01,45.7
2011-06-01,51.6
2011-07-01,60.8
2011-08-01,64.0
2011-09-01,57.2
2011-10-01,42.5
2011-11-01,28.5
2011-12-01,25.2
2012-01-01,26.2
2012-02-01,26.7
2012-03-01,35.2
2012-04-01,43.0
2012-05-01,46.0
2012-06-01,53.7
2012-07-01,65.9
2012-08-01,63.9
2012-09-01,56.2
2012-10-01,40.6
2012-11-01,33.2
2012-12-01,25.6
2013-01-01,23.3
2013-02-01,29.2
2013-03-01,33.5
2013-04-01,37.1
2013-05-01,49.1
2013-06-01,55.7
2013-07-01,66.6
2013-08-01,64.5
2013-09-01,55.4
2013-10-01,39.1
2013-11-01,31.1
2013-12-01,21.2
2014-01-01,27.6
2014-02-01,18.2
2014-03-01,33.0
2014-04-01,39.6
2014-05-01,49.2
2014-06-01,53.4
2014-07-01,66.1
2014-08-01,62.5
2014-09-01,54.2
2014-10-01,46.8
2014-11-01,27.3
2014-12-01,25.9
2015-01-01,27.7
2015-02-01,32.2
2015-03-01,38.5
2015-04-01,41.3
2015-05-01,49.8
2015-06-01,62.6
2015-07-01,63.3
2015-08-01,63.9
2015-09-01,53.5
2015-10-01,47.3
2015-11-01,29.1
2015-12-01,24.8
2016-01-01,26.2
2016-02-01,33.0
2016-03-01,35.4
2016-04-01,46.0
2016-05-01,48.7
2016-06-01,57.8
2016-07-01,60.9
2016-08-01,61.1
2016-09-01,51.3
2016-10-01,42.1
2016-11-01,36.6
2016-12-01,17.6
2017-01-01,16.5
2017-02-01,26.8
2017-03-01,36.2
2017-04-01,39.5
2017-05-01,50.0
2017-06-01,56.7
2017-07-01,68.0
2017-08-01,64.4
2017-09-01,52.9
2017-10-01,39.6
2017-11-01,31.2
2017-12-01,22.7
2018-01-01,28.8
2018-02-01,21.3
2018-03-01,32.8
2018-04-01,38.8
2018-05-01,52.9
2018-06-01,54.0
2018-07-01,63.3
2018-08-01,61.5
2018-09-01,52.0
2018-10-01,41.3
2018-11-01,30.5
2018-12-01,24.5
2019-01-01,26.1
2019-02-01,15.2
2019-03-01,28.0
2019-04-01,40.0
2019-05-01,48.7
2019-06-01,55.1
2019-07-01,61.3
2019-08-01,62.6
2019-09-01,52.2
2019-10-01,34.1
2019-11-01,30.4
2019-12-01,28.0
2020-01-01,28.3
2020-02-01,27.4
2020-03-01,32.3
2020-04-01,39.1
2020-05-01,47.7
2020-06-01,54.0
2020-07-01,61.2
2020-08-01,63.3
2020-09-01,55.5
2020-10-01,39.7
2020-11-01,31.5
2020-12-01,27.2
2021-01-01,27.2
2021-02-01,20.4
2021-03-01,34.7
2021-04-01,39.4
2021-05-01,46.1
2021-06-01,60.4
2021-07-01,69.3
2021-08-01,61.1
2021-09-01,54.3
2021-10-01,43.1
2021-11-01,34.3
2021-12-01,24.8
